Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference	TestSet Sequences
[]	GO:0006600	creatine metabolic process	BIOLOGICAL_PROCESS	1.0	1.0000000000479599	0	22	29	22519	
[]	GO:0006601	creatine biosynthetic process	BIOLOGICAL_PROCESS	1.0	1.000000000041071	0	2	29	22539	
[]	GO:0006611	protein export from nucleus	BIOLOGICAL_PROCESS	1.0	0.2600136499753233	1	232	28	22309	OG0015536
[]	GO:0006612	protein targeting to membrane	BIOLOGICAL_PROCESS	1.0	0.9999999999082624	0	477	29	22064	
[]	GO:0006610	ribosomal protein import into nucleus	BIOLOGICAL_PROCESS	1.0	1.0000000000257963	0	10	29	22531	
[]	GO:0006605	protein targeting	BIOLOGICAL_PROCESS	1.0	0.9999999999099847	0	993	29	21548	
[]	GO:0006603	phosphocreatine metabolic process	BIOLOGICAL_PROCESS	1.0	1.0000000000257963	0	10	29	22531	
[]	GO:0006606	protein import into nucleus	BIOLOGICAL_PROCESS	1.0	0.9999999999279238	0	561	29	21980	
[]	GO:0006607	NLS-bearing protein import into nucleus	BIOLOGICAL_PROCESS	1.0	1.000000000028369	0	28	29	22513	
[]	GO:0006640	monoacylglycerol biosynthetic process	BIOLOGICAL_PROCESS	1.0	1.0000000000932503	0	9	29	22532	
[]	GO:0006641	triglyceride metabolic process	BIOLOGICAL_PROCESS	1.0	0.3349190987196622	1	314	28	22227	OG0005076
[]	GO:0006644	phospholipid metabolic process	BIOLOGICAL_PROCESS	1.0	0.14593099231608078	3	1032	26	21509	OG0005076;OG0030528;OG0026045
[OVER]	GO:0006642	triglyceride mobilization	BIOLOGICAL_PROCESS	1.0	0.04403508662944041	1	34	28	22507	OG0005076
[]	GO:0006643	membrane lipid metabolic process	BIOLOGICAL_PROCESS	1.0	0.12553226260673875	2	477	27	22064	OG0045190;OG0026045
[]	GO:0006637	acyl-CoA metabolic process	BIOLOGICAL_PROCESS	1.0	0.2365912507848842	1	208	28	22333	OG0030528
[]	GO:0006638	neutral lipid metabolic process	BIOLOGICAL_PROCESS	1.0	0.40481933456496555	1	399	28	22142	OG0005076
[]	GO:0006635	fatty acid beta-oxidation	BIOLOGICAL_PROCESS	1.0	0.9999999999803213	0	201	29	22340	
[]	GO:0006636	unsaturated fatty acid biosynthetic process	BIOLOGICAL_PROCESS	1.0	0.9999999999868663	0	93	29	22448	
[]	GO:0006639	acylglycerol metabolic process	BIOLOGICAL_PROCESS	1.0	0.39776802397782024	1	390	28	22151	OG0005076
[]	GO:0006651	diacylglycerol biosynthetic process	BIOLOGICAL_PROCESS	1.0	1.0000000000007538	0	36	29	22505	
[]	GO:0006650	glycerophospholipid metabolic process	BIOLOGICAL_PROCESS	1.0	0.30016683592669213	2	851	27	21690	OG0005076;OG0026045
[]	GO:0006655	phosphatidylglycerol biosynthetic process	BIOLOGICAL_PROCESS	1.0	1.0000000000109146	0	27	29	22514	
[]	GO:0006656	phosphatidylcholine biosynthetic process	BIOLOGICAL_PROCESS	1.0	0.17057842227140763	1	144	28	22397	OG0005076
[]	GO:0006653	1,2-diacyl-sn-glycero-3-phosphocholine metabolic process	BIOLOGICAL_PROCESS	1.0	1.000000000041071	0	2	29	22539	
[]	GO:0006654	phosphatidic acid biosynthetic process	BIOLOGICAL_PROCESS	1.0	0.13553806611282485	1	112	28	22429	OG0005076
[]	GO:0006648	dihydrosphingosine-1-P pathway	BIOLOGICAL_PROCESS	1.0	1.000000000041071	0	2	29	22539	
