Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference	TestSet Sequences
[OVER]	GO:0098542	defense response to other organism	BIOLOGICAL_PROCESS	0.0019347380314161402	7.832947495611904E-8	44	2741	112	19673	OG0046423;OG0049934;OG0056809;OG0004408;OG0020213;OG0018274;OG0015340;OG0041057;OG0027688;OG0021563;OG0070798;OG0030019;OG0031869;OG0008654;OG0004230;OG0036725;OG0057108;OG0006752;OG0072682;OG0005401;OG0003505;OG0072303;OG0044231;OG0024744;OG0016683;OG0085384;OG0089866;OG0049323;OG0088695;OG0046395;OG0017519;OG0068583;OG0059215;OG0015948;OG0008501;OG0011775;OG0033088;OG0014819;OG0055312;OG0038798;OG0001474;OG0004527;OG0070572;OG0020559
[OVER]	GO:0003924	GTPase activity	MOLECULAR_FUNCTION	0.005042252025878318	4.0827951626545085E-7	15	423	141	21991	OG0046423;OG0056809;OG0071641;OG0020213;OG0015340;OG0070798;OG0008062;OG0089866;OG0014009;OG0014825;OG0004230;OG0008711;OG0055312;OG0057034;OG0021779
[OVER]	GO:0019774	proteasome core complex, beta-subunit complex	CELLULAR_COMPONENT	0.01231505098509801	1.4957551803762764E-6	4	9	152	22405	OG0049323;OG0057108;OG0027688;OG0038798
[OVER]	GO:0004298	threonine-type endopeptidase activity	MOLECULAR_FUNCTION	0.015156551412904609	3.7462740037344752E-6	4	12	152	22402	OG0049323;OG0057108;OG0027688;OG0038798
[OVER]	GO:0045087	innate immune response	BIOLOGICAL_PROCESS	0.015156551412904609	4.295378942928432E-6	31	1846	125	20568	OG0046423;OG0049934;OG0004408;OG0015340;OG0041057;OG0027688;OG0030019;OG0031869;OG0008654;OG0004230;OG0057108;OG0006752;OG0072682;OG0005401;OG0003505;OG0072303;OG0044231;OG0024744;OG0016683;OG0085384;OG0089866;OG0049323;OG0088695;OG0046395;OG0068583;OG0059215;OG0008501;OG0011775;OG0014819;OG0038798;OG0004527
[OVER]	GO:0017111	ribonucleoside triphosphate phosphatase activity	MOLECULAR_FUNCTION	0.015156551412904609	4.079500308385334E-6	16	581	140	21833	OG0046423;OG0056809;OG0071641;OG0020213;OG0015340;OG0070798;OG0008062;OG0089866;OG0014009;OG0014825;OG0004230;OG0008711;OG0055312;OG0002424;OG0057034;OG0021779
[OVER]	GO:1990111	spermatoproteasome complex	CELLULAR_COMPONENT	0.015156551412904609	2.82489596625771E-6	4	11	152	22403	OG0049323;OG0057108;OG0027688;OG0038798
[OVER]	GO:0016462	pyrophosphatase activity	MOLECULAR_FUNCTION	0.019836866677061023	8.430803394692958E-6	17	690	139	21724	OG0046423;OG0056809;OG0071641;OG0020213;OG0015340;OG0070798;OG0008062;OG0089866;OG0014009;OG0014825;OG0004230;OG0008711;OG0055312;OG0002854;OG0002424;OG0057034;OG0021779
[OVER]	GO:0006952	defense response	BIOLOGICAL_PROCESS	0.019836866677061023	8.8342321233875E-6	54	4397	102	18017	OG0056809;OG0004408;OG0020213;OG0015340;OG0027688;OG0070798;OG0031108;OG0030019;OG0031869;OG0014848;OG0008654;OG0036725;OG0057108;OG0006752;OG0072303;OG0044231;OG0085384;OG0089866;OG0049323;OG0088695;OG0017519;OG0068583;OG0007155;OG0011775;OG0055312;OG0038798;OG0020958;OG0004527;OG0070572;OG0020559;OG0046423;OG0049934;OG0018274;OG0041057;OG0021563;OG0004230;OG0072682;OG0005401;OG0000751;OG0003505;OG0024744;OG0016683;OG0037959;OG0046395;OG0059215;OG0015948;OG0008501;OG0033088;OG0014819;OG0006289;OG0001474;OG0039586;OG0024935;OG0067907
[OVER]	GO:0019001	guanyl nucleotide binding	MOLECULAR_FUNCTION	0.019836866677061023	8.51165736393468E-6	16	617	140	21797	OG0046423;OG0056809;OG0020213;OG0015340;OG0070798;OG0008062;OG0089866;OG0014009;OG0017519;OG0014825;OG0004230;OG0055312;OG0040701;OG0040427;OG0057034;OG0021779
