Tags	GO ID	GO Name	GO Category	FDR	P-Value	Nr Test	Nr Reference	Non Annot Test	Non Annot Reference	TestSet Sequences
[OVER]	GO:2000323	negative regulation of glucocorticoid receptor signaling pathway	BIOLOGICAL_PROCESS	5.09E-19	2.06E-23	20	7	835	21708	OG0018298;OG0070596;OG0027663;OG0049333;OG0015007;OG0032683;OG0033567;OG0059632;OG0012851;OG0030881;OG0030067;OG0032113;OG0036164;OG0002158;OG0013172;OG0008988;OG0024758;OG0002713;OG0024759;OG0017491
[OVER]	GO:0032922	circadian regulation of gene expression	BIOLOGICAL_PROCESS	2.23E-14	1.81E-18	44	194	811	21521	OG0018298;OG0070596;OG0044302;OG0068955;OG0013919;OG0027663;OG0024471;OG0049333;OG0015007;OG0027482;OG0008510;OG0032100;OG0032683;OG0008436;OG0012851;OG0031675;OG0030881;OG0030067;OG0033850;OG0031552;OG0036164;OG0002158;OG0007403;OG0038484;OG0002713;OG0069576;OG0068589;OG0046118;OG0046734;OG0037959;OG0069396;OG0010636;OG0030504;OG0033567;OG0059632;OG0090668;OG0032113;OG0040325;OG0013172;OG0008988;OG0024758;OG0039483;OG0024759;OG0017491
[OVER]	GO:0070888	E-box binding	MOLECULAR_FUNCTION	4.25E-12	6.88E-16	33	124	822	21591	OG0018298;OG0070596;OG0044302;OG0068955;OG0027663;OG0049333;OG0015007;OG0008510;OG0032683;OG0012851;OG0030881;OG0030067;OG0036164;OG0002158;OG0007403;OG0038484;OG0002713;OG0069576;OG0069396;OG0030504;OG0033567;OG0059632;OG0009079;OG0032113;OG0040325;OG0044745;OG0001730;OG0013172;OG0008988;OG0024758;OG0039483;OG0024759;OG0017491
[OVER]	GO:0050980	detection of light stimulus involved in magnetoreception	BIOLOGICAL_PROCESS	1.10E-06	8.46E-10	7	1	848	21714	OG0018298;OG0059632;OG0030881;OG0027663;OG0036164;OG0049333;OG0017491
[OVER]	GO:0043153	entrainment of circadian clock by photoperiod	BIOLOGICAL_PROCESS	1.10E-06	7.64E-10	22	98	833	21617	OG0069576;OG0018298;OG0068552;OG0073731;OG0027663;OG0024471;OG0049333;OG0089348;OG0069396;OG0032683;OG0033567;OG0059632;OG0031197;OG0033243;OG0030881;OG0030067;OG0032113;OG0036164;OG0007403;OG0024758;OG0002713;OG0017491
[OVER]	GO:0003914	DNA (6-4) photolyase activity	MOLECULAR_FUNCTION	1.10E-06	8.46E-10	7	1	848	21714	OG0018298;OG0059632;OG0030881;OG0027663;OG0036164;OG0049333;OG0017491
[OVER]	GO:0045187	"regulation of circadian sleep/wake cycle, sleep"	BIOLOGICAL_PROCESS	1.91E-06	1.65E-09	23	113	832	21602	OG0018298;OG0070596;OG0068589;OG0027663;OG0049333;OG0019119;OG0015007;OG0067494;OG0033567;OG0059632;OG0012851;OG0030881;OG0030067;OG0074091;OG0032113;OG0036164;OG0002158;OG0013172;OG0008988;OG0024758;OG0002713;OG0024759;OG0017491
[OVER]	GO:0009785	blue light signaling pathway	BIOLOGICAL_PROCESS	1.91E-06	1.78E-09	8	4	847	21711	OG0018298;OG0059632;OG0030881;OG0027663;OG0036164;OG0049333;OG0031754;OG0017491
[OVER]	GO:0009882	blue light photoreceptor activity	MOLECULAR_FUNCTION	3.79E-06	3.68E-09	7	2	848	21713	OG0018298;OG0059632;OG0030881;OG0027663;OG0036164;OG0049333;OG0017491
[OVER]	GO:0004879	nuclear receptor activity	MOLECULAR_FUNCTION	5.42E-06	6.15E-09	20	91	835	21624	OG0070596;OG0046118;OG0044302;OG0068955;OG0026310;OG0049521;OG0015007;OG0037959;OG0010603;OG0010636;OG0030504;OG0008510;OG0005862;OG0000162;OG0090668;OG0084768;OG0040325;OG0002158;OG0071000;OG0039483
